text_id,annotators_id,text,initial_paragraph,topic,is_noise_or_spam_text,related_to_election_2024,toxicity,polarized,profanity_obscenity,threat_incitement_to_violence,insults,identity_attack,sexually_explicit
1-669,"['7', '15']","🍱 Faktor Ekonomi dan Politiklah di Belakang Fitnah Julukan Wahabi ♨️ ➖➖➖➖➖➖➖➖➖ Dalam lingkup nasional mungkin dampak dakwah sunnah sangat terlihat sebagai ancaman bagi beberapa pihak yang terusik kepentingannya. Misalnya : 1⃣ soal rokok saja, seperti dilansir oleh Tempo pada Agustus 2016, penghasilan dalam satu tahun dari tiga perusahaan rokok terbesar nasional mencapai 273 trilyun rupiah. Bayangkan kalau dari penduduk Muslim di Indonesia yang jumlahnya sekitar 206 juta, setengahnya berpaham Ahlu Sunnah manhaj salaf, dan sekitar setengahnya tidak merokok, maka perusahaan besar itu akan tutup, para petani tembakau akan gulung tikar, cukai rokok/pajak akan turun drastis, dan seterusnya. Tudingan ini jelas absurd. Dakwah salaf justru (truncated)",,UNKNOWN,"['0', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-6690,"['20', '5']","PERLAWANAN WARGA REMPANG SULIT DIHENTIKAN: XINYI GROUP ANCAM CABUT INVESTASI, ALIHKAN KE JOHOR MALAYSIA Oleh: Faisal S. Sallatalohy, SK.M,. M.H. Selanjutnya, BP Batam melimpahkan penguasaan dan pemanfaatan lahan kepada PT MEG milik Tomy winata. Selanjutnya, Xinyi Group bekerja sama dengan PT MEG untuk kerjakan Proyek di atas lahan (truncated)",,UNKNOWN,"['0', '0']","['0', '0']","['1', '0']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['1', '0']","['0', '0']"
1-6691,"['20', '5']","Kadrun kalau ngeluh bilangnya asing Aseng die gak nyadar kalau sekutu Yahudi berpitra dengan petinggi PKS dasar koplak,,",,Jewish,"['0', '0']","['1', '0']","['1', '0']","['1', '1']","['1', '0']","['0', '0']","['0', '0']","['1', '0']","['0', '0']"
1-6692,"['20', '5']","Produk yg berafiliasi dengan israel Haram, Rakyatnya Susah Akibat PHK Hallal🤣 Kebodohan Jahiliyah hilang Akal Sehat😁",,Jewish,"['0', '0']","['0', '0']","['1', '0']","['1', '0']","['0', '0']","['0', '0']","['0', '0']","['1', '0']","['0', '0']"
1-6693,"['20', '5']",Gimanapun yang kuat dan putaran ke 2 adalah si rambut putih dan wowo.. Wan abud kalah.. Yang stres nangis bisa bisa gila adalah pendukungnya.. Waras.. 😂😂,,Disabilitas,"['0', '0']","['1', '1']","['1', '0']","['1', '1']","['0', '0']","['0', '0']","['1', '0']","['1', '0']","['0', '0']"
1-6694,"['20', '5']","YAHUDI MEMAKAI TRIK KUBURAN PALSU YG DILAKUKAN ISRAEL KE PALESTINA HAMPIR SAMA DGN YG SEKARANG TERJADI DI INDONESIA, YAHUDI ISRAEL MEMBIKIN KUBURAN PALSU DITANAH PALESTINA YG KEBERADAANYA MRK YAKINI LEBIH DULU ADA DARI BANGSA PALESTINA, DAN BANGSA YAHUDI MENGKLAIM BAHWA TANAH YG DIDIAMI PALESTINA ADALAH TANAH NENEK MOYANGNYA",,Jewish,"['0', '0']","['0', '0']","['1', '1']","['1', '0']","['0', '0']","['0', '0']","['0', '1']","['1', '0']","['0', '0']"
1-6695,"['20', '5']",Maaf lur sedikit kecewa dgn jawaban Ganjar soal solusi beras  Tapi ya gak papalah aku sukanya sama pak  ketiga calon semua cacat  GAFUD dan PDI ok,,Disabilitas,"['0', '0']","['1', '1']","['0', '0']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-6696,"['20', '5']",BREAKING NEWS: Yaman Deklarasikan Perang Melawan Israel,,Jewish,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-6697,"['20', '5']",Stop Kompas TV memperkeruh masyarakat Boleh tidak setuju putusan MK bapak Hakiem agung U mengajukan penolakan  jalur yang  Sampai butuh dibentuk Hakiem agung MKMK mengadili   di ketok palu keputusan pun  belum puas.. Dibentuk ketua MK   revisi ini itu  tolak lagi ya bila hasil ketika palu MK baru kalian kagak puas??? 😂😂😂. Tidak akan bisa merebut hati rakyat 🎉🎉❤️ Goreng isu terusssa kompas TV.. 😂😂😂.,,UNKNOWN,"['0', '1']","['1', '0']","['1', '0']","['1', '0']","['0', '0']","['0', '0']","['1', '0']","['0', '0']","['0', '0']"
1-6698,"['20', '5']","DUNIA Pelancong Israel ditahan polis gara-gara buat kecoh, mencuri di kedai serbaneka Semoga dapat balasan setimpal sebab mencuri. #mstar231011

Artikel di Ig Story/Highlights",,Jewish,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-6699,"['20', '5']"," semuanya karena aku, memang aku yang bermasalah, aku perempuan gila yang haus kasih sayang, sehingga selalu ingin dimengerti, maaf! Maaf
➖➖➖➖➖➖➖➖➖➖➖➖➖
Instagram : 
Tiktok : 
➖➖➖➖➖➖➖➖➖➖➖➖➖
Support 100K
Like, comen & share.
.
.
.
#reminder #quotes #kata #storywa #sad #katabijak #motivasi #storytime #sajakcinta #foryoupage #fyp #sajakrindu #katakatamotivasi #quotesindonesia #quotesoftheday #galauquotes #baperstory #katakatacinta #katakatamotivasi #quotesgalau #katakatabaper #bucinstory #sadvibes #katahati",,Disabilitas,"['1', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-67,"['7', '15']","Kalau hukum formal tidak bisa membatalkan pencalonan yg cacat hukum ini, gak usah kuatir. Masih ada hukum non-formal. KEDAULATAN ADA DI TANGAN RAKYAT. PASTI TIDAK AKAN TINGGAL DIAM dengan segala carut-marut hukum yang sudah ""telanjang"" dan ""meresahkan"" akal-akal yang waras. INDONESIA KITA HARUS DISELAMATKAN! 💪😎🇲🇨",,Disabilitas,"['0', '0']","['1', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-670,"['7', '15']","Let's welcome our new members: Anton Willeam, Luqman Hanis Ismail, Satria Wiguna R, PinocLio Gepetto, Andre Putra, Anto Nius, tenza, Mohd Ridzuan Haris, Reyka Arwana, Andi Arwana Con, Brewok S Haru, Farhan Ammar, Syawal Mohd, Jamal Jamno, Asep Pratama, Andraokeun, Selaras Mandiri, Rhadentt Aul Aurah, Muhammad Yassarkarim, Tuama Yosifya Manopo, Suhendra, Aaronly Sky Dinata, Balya Ubaidillah, M Choirul Ullum, Jun Junai, Azmi Azmi, Mice Skull, Wijaya Mulya Putra, Setia Rinie Snd, Sardi Taheer, Rofkanoy Petshop Dan Aquatic, Beback Garage, Titha Ghaitsa, Muhammad Ramdhani, Rozimie Jimmy, Agus Irawan, Hadi Importir Muda, Queenrey, Boy Lanang, Daudin Setiawan, Junarto, Mus Lihat, Ved Fuentes, Moldi Resi, Septian Hadi, Saipul Qottok, Fadli Suganda, Isabelle Alumunium, Aquatic Aquafish, Banyoe Ketapang, Hasan Hasan, Muhd Iqbal, Bayu Central Arwana, Ernanda Pangestu, Hari Ganz, Yap Ping Tan, Eddieddol, Nusa Aquarium, Ricco, Andreas Tri, Samion, Andy Yow Yoon Kooi, Devan LA, Isa Biya, Rakai, Tegar Sanjoyo, Gas Kuy, Ridoh Saputra, Zaki Zaki, Zaki Gunawan, San Andreas, Wili Andi, Muhammad Arifin, Barra Erlangga, Kesavan Thillainathapillai, Aiq Fariq, Irpan Andriansyah, Betta Wira, Merilayati Nilam, Sujud Batin, Arok Arok, Jedan Malik Back Up, SaiGon Stingray, Monsterfishkeeperskz Nergal, Arjuna Duadua, John NT, Charles George, Randiya Min Madura - රන්දිය මින් මැදුර, Josimar Aldair Nieves Albarran, Fandy Putra Romadhon, Frances Bean, Ratchanat Leewijit, Yudhistira Sophianus, Wahid BilQish, Nyai Kidul, Alharist Kurniaone, Iraa Safirah, Dhenz Bagus, Jony Hiu, Maash Maash, Apo Jeh, Egi Maulana, Maman Abuq, Batik Kalea, Ryan Syah Putra, Mhmmd Fatur Rhmn, Goodwill Louhan WOsadhi, Jan Kevin Alfaro, Doniramdhani, Jongjit Paewsagul, Aquamarine, Ivan Lim, Bismillah Cod Lancar, Aldrian Darmawan, Naira Tiara, JS Birdfarm, Muhammad Ikhsan, Nur Seri, Diep Chenggong, Robeto Caniago, Djoe Soedah, Chris Thrasher, Kem Kem, Rai Adi, Paeh Lipo, Fadhil Razali, Wisnu Wardana, Agung Saeputra Bangun, Hengky Febrilian, Ari Pamungkas, Phouy Hong, M Syarifudin Baharsyah, Hayfa Aviary, Arie Beri, Ridwan Maulana, Eko Paceko, Tai Nguyen, Endhy P Prawoto, Muhammad Saleh Afif Attacki, Rion Devano, Sasi Kumar, Luthfans Faiq, Willi, Clayton Almeida, Aria Nafi'i, Rizky Alfian Fadhila, Hieu Pham, Rizky King's Rossifumi, Kiasu Discus, Chua Hong Chua Hong, Sopriyan Hadi, Darren Johan Siswanto, Kolomonggoko Monggo, Eko Prayitno, Rizal Pratama, Looi Guan, Mehar Bilal, Fredy Siswoyo, Daniel Lee, Kent Tee, Zhul Zhul, Mamon Abu Saluom, Edi Prawito, Nano Go, Arie Simanjuntak, 洪崃赋, Widigdo Dido, Melvin Khoo, Fahmi Sabina, Tami Kulim, Shelamet Whae, Agus Saepulrohman, Glo Fisch, Edwind Chan, M Thanaphon Yanrak, Sanju Madushan, William Susanto, Eang KomPheak, Alan Lim, Tito Nugroho, Bamantara, Edmund Tan, Dinesh Kumar, Dwinatas, សេក សុកណាន់, Hidayat Hidayat, Gwenn, Saputra Saputra, Delima Aquatic, Dadi Black, Stsk Pro, Chow Beng Hai, Krissana Piputpruedtigul, Bahrul Muhith, Iyay Ci'bocah Nyantai, San Chayapol, Карпы Кои в пруду , Kido Sha, Sashini Didulani, Akisha Jane Continente, A-but, 劉飛揚, M Saifullah, Akuafish, Kevin Gaba, Zulfa Faizin, Alvis Cheong CH, Thilina, Paul Phe, Daud Sebastian, Trinh Dang Le, Lu Shia, MiMi Vu, Bintang Kecill, Ah Ven, Merry Teo, Al Farid Maulana Efendy, Adrian AS, David Sie, Milla Aiinun, Fitra Korniawan, CK Loh, X Robet, Lucas Alexander, Ahmad Mufki, Joshua Michael, Pok Wang Bereh, Hi Berry Rega Mahrugai, Beatrix, Topik Radityah Alvarastamarley Season, Achmad Kurniawan, 呂學耕, Jo Derys S, Jamtrok, Adam Amir's, Saepull Chikall Sundanis, Puth RA, Fury Maniez, Rep Pan, Johnson Jasson, Hendra, Antho Supri, Alexandre Giuseppe, Tina An, Afikadenny, Tho Mas, Muhammad Randi, Wildan Depek, Ayung Putra Ananda, Andry, Rathu Dubia Cimahi, Aben Torrevillasjr, John Carlo Bolivar Tabujara, Bobby Fischer, Bang Adan, Ramdhan Muhammad, Jaya Abimanyu, Buvan J Roy, Coffe Caramell, Bos Marlinton Aritonang, Liew Kai Xiang, Anderson Chin, Arnold Janssen L Domingo, Vincent Monic, Ikbal Deathadder, Ajif Ajif, Fredric Edison, Budianto Anggawidjaya, Mohd Yusof Nurbakiah, Ivan, Don Mai, Andy D Dopey, Muhd Fattah Fattah, Agastya, Muhammad Lutfi, Dexter Borja Teves, Noah Hollmann, Deni Setiadi, Sarith Thoeun, Greenbundle Trading, Josh King, Mas BadrunWae, Lnc Catapang, Alias Mat Ismail, Obie, Siti Sa'adah N Faridah, Jefferson Gines Balbon, Ganesa, Ethan Hunt, Teguh Santoso, Keith Andy, Kang Ebod, Md Rony Islam, চৈতি রানী মন্ডল, 曾金生, Yk Kee Yong Khor, Muhammad Maksum, Ijal Kaindra, Jeff Dagpin, Shinta Pusvita Angela",,Syiah,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-6700,"['20', '5', '23', '31']","SIND ONEWS NEWS Bahaya Fosfor Putih Israel yang Ditembakkan ke Gaza, Bisa Bakar Kulit hingga Tulang FOTO: GETTY IMAGES Amunisi fosfor putih tengah menjadi pembicaraan khalayak karena menjadi senjata pembakar pasukan Israel di Lebanon dan Gaza.

Fosfor putih berupa zat beracun berbentuk lilin yang terbakar pada suhu lebih dari 800 derajat Celsius serta cukup tinggi untuk melelehkan logam. Kemampuannya membakar api dengan cepat dan menciptakan asap tebal di area luas telah membuat fosfor putih menjadi pilihan bagi militer untuk menciptakan tirai asap. Lantaran asapnya cenderung bertahan selama tujuh menit.

Amunisi fosfor putih sulit dipadamkan hingga fosfor terbakar habis atau tidak lagi terpapar oksigen. Penggunaanya bisa menyerupai peluru artileri, bom, roket, atau granat.

Fosfor putih dapat membakar kulit hingga tulang. Zat kimia tersebut dapat diserap oleh tubuh hingga menyebabkan disfungsi pada beberapa organ, termasuk hati, ginjal, dan jantung.

Baca Selengkapnya: 

#SindoNews #israel",,Jewish,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '1', '1', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']"
1-6701,"['20', '5']","Brigade Izzuddin Al Qassam menjadi perbincangan media belakangan ini terkait serangan pejuang Hamas ke Israel sejak Sabtu (7/10/2023). Sayap militer Hamas itu berperan dalam serangan sangat mengejutkan tersebut. Ini merupakan kali pertama Hamas menyerang Israel dari udara dan darat dengan mengerahkan pejuang ke kota-kota perbatasan.

Hasil serangan itu berhasil membuat kocar-kacir tentara Israel yang bertugas di kota perbatasan. Ini merupakan kali pertama Hamas menyerang Israel dari udara dan darat dengan mengerahkan pejuang ke kota-kota perbatasan.

Hasil serangan itu berhasil membuat kocar-kacir tentara Israel yang bertugas di kota perbatasan. Hingga kini lebih dari 100 tentara Israel diculik, termasuk beberapa perwira senior.

Komandan Brigade Izzuddin Al Qassam Mohammad Deif mengumumkan Operasi Badai Al Aqsa yang bertujuan di antaranya membebaskan Palestina dari penjajahan Israel serta menghentikan penoadaan tempat-tempat suci Islam dari pemukim Yahudi.

Baca selengkapnya 

#iNews #news #war #palestina #israel #perang #international #gas #hamas #alaqsa #brigadealqassam",,Jewish,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-6702,"['20', '5']","NONA tvone Dewan Keamanan Nasional Israel Tingkatkan Peringatan Bepergian ke 80 Negara Foto: Istimewa Follow SimakSelengkapnya @  @tvOneNews Israel pada Senin (4/12/2023) menaikkan level peringatan bepergian yang mencakup 80 negara, di tengah serangan besar-besaran yang sedang berlangsung di Jalur Gaza.

 Dewan Keamanan Nasional Israel (NSC) dalam pernyataannya mengatakan langkah tersebut diambil menyusul ""meningkatnya ancaman"" dari Iran dan kelompok Hamas, dan upaya-upaya penyerangan terhadap Yahudi dan warga Israel di seluruh dunia.

Simak berita selengkapnya di 
#HardNews_Viral #NewsOne #CariBeritaditvOne #IsraelvsHamas #GazaPalestina #DewanKemananNasionalIsrael",,Jewish,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-6703,"['20', '5']","Rumah Sakit Indonesia di Jalur Gaza resmi berhenti beroperasi sepenuhnya, Kamis (16/11) waktu setempat. Selama berpekan-pekan sejak agresi militer Israel di Jalur Gaza pada awal Oktober 2023 lalu, wilayah sekitar Rumah Sakit Indonesia memang kerap dijadikan target serangan.⁠
⁠
""Rumah Sakit Indonesia sudah berhenti melayani dan beroperasi sama sekali,"" kata Kahlout dikutip dari Middle East Eye, Jumat (17/11).⁠
⁠
""Karena ketidakmampuan klinis kami untuk menampung pasien dari Gaza dan wilayah utara, kami mengumumkan bahwa rumah sakit ini telah berhenti beroperasi sepenuhnya,"" lanjutnya.⁠
⁠
Selama lebih dari satu bulan ini, RS Indonesia juga jadi tumpuan warga Palestina di tiga kota terdekat yang tak lagi punya aliran listrik, telekomunikasi, dan air akibat blokade Israel. Masalahnya, pasokan bahan bakar dan obat-obatan di RS Indonesia juga semakin terbatas.⁠
⁠
📸: Dok. AFP.⁠

Baca info selengkapnya di link bio. Jangan lupa follow Instagram @kumparancom untuk berita menarik lainnya!⁠

#newsupdate #update #news #oneliner #israel #palestina #gaza #rumahsakit #infoterkini #berita #beritaterkini #kumparan",,Jewish,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-6704,"['20', '5']","PREDIKSI LINE UP INDONESIA 423 U CHINA TAIPEI 423 STRUICK SANANTA WITAN ARHAN IVAR MARSELINO RIO FAHMI BAGGOTT FERARRI RIDHO ERNANDO HEAD COACH SHIN TAE- YONG GR GARUDAREVOLUTION Mau sombong tapi takut jadi followersnya Dajjal

Ada lawan kah jal?",,Tionghoa,"['1', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-6705,"['20', '5', '23', '31']","tco  Israel Klaim Temukan 800 Terowongan Hamas, Bersiap Banjiri dengan Air Laut Israel merakit sistem pompa besar yang akan digunakan untuk membanjiri terowongan yang digunakan oleh kelompok militan Hamas di bawah Jalur Gaza.

Menurut pejabat Amerika Serikat, Israel berupaya mengusir para pejuang Hamas dari terowongan dengan membanjirinya dengan air.

Tentara Israel diketahui sudah menyelesaikan pembangunan 5 pompa yang dapat mengalirkan ribuan meter kubik air per jam.

Sejak dimulainya operasi darat di Gaza pada 27 Oktober 2023, pasukan Israel mengklaim telah menemukan 800 terowongan yang menghubungkan jaringan terowongan dan bunker bawah tanah Hamas.

Israel menyatakan lebih dari setengah terowongan itu telah dihancurkan.

Simak berita selengkapnya soal perang Israel-Hamas di link IG Story.

Dukung jurnalisme independen Tempo dengan klik 

#Tempodotco #tempo #perang #Hamas #Israel #Palestina #terowongan",,Jewish,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']"
1-6706,"['20', '5']","Congratulations to Liu Shengshu/Tan Ning of China for reaching career high of World Rank number 10 this week!

Indonesian:

Selamat untuk Liu Shengshu/Tan Ning yang mencapai ranking tertinggi dalam karir yaitu Ranking 10 dunia pekan ini!

#BWFWorldChampionships #BWC2023 #french #paris  #indonesian #asian #asia #badmintalk #juara #champion #winner #brilliant #amazing #incredible #awesome #badminton #badmintonplayer #love #indonesia #bulutangkis #羽毛球 #バドミントン #배드민턴

#juara #champion #winner #brilliant #amazing #incredible #awesome #badminton #badmintonplayer #love #indonesia #bulutangkis #羽毛球 #バドミントン #배드민턴

Foto: Badmintalk

 #BWFWorldTour #chinese #ranking #world #indonesia #china Congratulations to Liu Shengshu/Tan Ning of China for reaching career high of World Rank number 10 this week!

Indonesian:

Selamat untuk Liu Shengshu/Tan Ning yang mencapai ranking tertinggi dalam karir yaitu Ranking 10 dunia pekan ini!

#BWFWorldChampionships #BWC2023 #french #paris  #indonesian #asian #asia #badmintalk #juara #champion #winner #brilliant #amazing #incredible #awesome #badminton #badmintonplayer #love #indonesia #bulutangkis #羽毛球 #バドミントン #배드민턴

#juara #champion #winner #brilliant #amazing #incredible #awesome #badminton #badmintonplayer #love #indonesia #bulutangkis #羽毛球 #バドミントン #배드민턴

Foto: Badmintalk

 #BWFWorldTour #chinese #ranking #world #indonesia #china",,Tionghoa,"['1', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-6707,"['20', '5']","JUMAT, 24 NOVEMBER 2023 CNN Indonesia Indo Israel Iamas Resmi Memasuki Fase Gencatan Senjata 4 Hari di Gaza Gencatan senjata akhirnya resmi dimulai pada Jumat pagi sekitar pukul 07.00 waktu lokal atau 12.00 WIB. INTERNASIONAL T'IMUR TENGAH Israel dan milisi Hamas resmi menerapkan gencatan senjata selama empat hari di Jalur Gaza Palestina pada Jumat (24/11).

Sesuai jadwal, gencatan senjata resmi mulai pada Jumat pagi sekitar pukul 07.00 waktu lokal atau 12.00 WIB. 

Meski begitu, belum ada pernyataan resmi dari Israel atau Hamas soal fase gencatan senjata yang baru dimulai ini.

Gencatan senjata yang dimediasi Qatar ini resmi ditetapkan usai sempat tertunda.

Gencatan senjata itu mencakup pertukaran sandera, bantuan kemanusiaan yang masuk Gaza dalam jumlah besar, hingga jeda pertempuran.

Baca informasi selengkapnya mengenai gencatan senjata di Gaza hanya di 
-
(📷 oleh tim CNN Indonesia)
#cnnindonesia #cnnindonesiacom #gencatansenjata #israel #gaza",,Jewish,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-6708,"['20', '5']","Tema costum hellowen yg serem abis : ISRAEL LEBIH JAHAT DARI IBLIS

Benci betul aku sama konten kreator israel yg ngolok2 warga palestina. Konten dibales konten. gokil ya kalian israel setiap hari pake costum hellowen duh sereeemmm 

#freepalestine 🇵🇸🇵🇸🇵🇸 Tema costum hellowen yg serem abis : ISRAEL LEBIH JAHAT DARI IBLIS

Benci betul aku sama konten kreator israel yg ngolok2 warga palestina. Konten dibales konten. gokil ya kalian israel setiap hari pake costum hellowen duh sereeemmm 

#freepalestine 🇵🇸🇵🇸🇵🇸",,Jewish,"['0', '1']","['0', '0']","['1', '0']","['1', '0']","['0', '0']","['0', '0']","['0', '0']","['1', '0']","['0', '0']"
1-6709,"['20', '5']","Medal Tally 19th Asian Games Hangzhou 2022 Rank 1 Nation China 24 Sept Gold 2 Silver 7 20 South Korea Bronze Total 30 3 3 5 Japan 4 5 14 2 7 5 5 14 2 0 Hong Kong Uzbekistan ChneseTaipei India 5 7 1 3 0 3 7 1 1 2 4 0 3 Indonesia 2 5 0 1 Mongolia 10 3 4 Iran 0 1 2 1 1 BADMINTALK 2  Medal Tally of Asian Games 2022 - Day 1

Indonesian:

Berikut adalah perolehan medali Asian Games 2022 hari pertama

Indonesia untuk saat ini berada diurutan kedelapan klasemen sementara dengan raihan 1 medali perak dan 3 medali perunggu.

Semangat untuk atlet Indonesia, agar semakin banyak pundi-pundi medali untuk Indonesia!

#hangzhou2022 #hangzhou #asiangames2022 #china #indonesia #zhejiang #asiangames #badmintalkasiangames2022 #ag22 #sport #multisportevent",,Tionghoa,"['0', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
1-671,"['7', '15']","BISMILLAH, 𝐀𝐥𝐡𝐚𝐦𝐝𝐮𝐥𝐢𝐥𝐥𝐚𝐡 𝐝𝐚𝐧 𝐢𝐧𝐬𝐲𝐚𝐚𝐥𝐥𝐚𝐡 𝐤𝐢𝐭𝐚 𝐬𝐞𝐦𝐮𝐚 𝐭𝐞𝐫𝐦𝐚𝐬𝐮𝐤 𝐝𝐚𝐥𝐚𝐦 𝐠𝐨𝐥𝐨𝐧𝐠𝐚𝐧 𝐀𝐡𝐥𝐢 𝐒𝐮𝐧𝐧𝐚𝐡 𝐖𝐚𝐥 𝐉𝐚𝐦𝐚𝐚𝐡. 𝐊𝐞𝐜𝐮𝐚𝐥𝐢 𝐚𝐧𝐝𝐚 𝐩𝐮𝐧𝐲𝐚 𝐜𝐢𝐫𝐢-𝐜𝐢𝐫𝐢 𝐝𝐢𝐛𝐚𝐰𝐚𝐡 𝐢𝐧𝐢: 👇👇👇 1⃣. Aswaja KW itu sangat tabu, pantang, dan anti pati membicarakan perkara syirik, pentingya tauhid dan aqidah yang benar. 2⃣8⃣. Namun mereka sangat antipati dan memusuhi sesama (truncated)",,UNKNOWN,"['0', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
